/Users/reyrober2014/Desktop/Data/IMG/center_2020_01_13_20_29_06_305.jpg,/Users/reyrober2014/Desktop/Data/IMG/left_2020_01_13_20_29_06_305.jpg,/Users/reyrober2014/Desktop/Data/IMG/right_2020_01_13_20_29_06_305.jpg,0,0,0,6.93919
/Users/reyrober2014/Desktop/Data/IMG/center_2020_01_13_20_29_06_395.jpg,/Users/reyrober2014/Desktop/Data/IMG/left_2020_01_13_20_29_06_395.jpg,/Users/reyrober2014/Desktop/Data/IMG/right_2020_01_13_20_29_06_395.jpg,0,0,0,6.869571
/Users/reyrober2014/Desktop/Data/IMG/center_2020_01_13_20_29_06_463.jpg,/Users/reyrober2014/Desktop/Data/IMG/left_2020_01_13_20_29_06_463.jpg,/Users/reyrober2014/Desktop/Data/IMG/right_2020_01_13_20_29_06_463.jpg,0,0,0,6.828121
/Users/reyrober2014/Desktop/Data/IMG/center_2020_01_13_20_29_06_560.jpg,/Users/reyrober2014/Desktop/Data/IMG/left_2020_01_13_20_29_06_560.jpg,/Users/reyrober2014/Desktop/Data/IMG/right_2020_01_13_20_29_06_560.jpg,0,0,0,6.759593
/Users/reyrober2014/Desktop/Data/IMG/center_2020_01_13_20_29_06_634.jpg,/Users/reyrober2014/Desktop/Data/IMG/left_2020_01_13_20_29_06_634.jpg,/Users/reyrober2014/Desktop/Data/IMG/right_2020_01_13_20_29_06_634.jpg,0,0,0,6.705265
/Users/reyrober2014/Desktop/Data/IMG/center_2020_01_13_20_29_06_703.jpg,/Users/reyrober2014/Desktop/Data/IMG/left_2020_01_13_20_29_06_703.jpg,/Users/reyrober2014/Desktop/Data/IMG/right_2020_01_13_20_29_06_703.jpg,0,0,0,6.664807
/Users/reyrober2014/Desktop/Data/IMG/center_2020_01_13_20_29_06_781.jpg,/Users/reyrober2014/Desktop/Data/IMG/left_2020_01_13_20_29_06_781.jpg,/Users/reyrober2014/Desktop/Data/IMG/right_2020_01_13_20_29_06_781.jpg,0,0,0,6.61124
/Users/reyrober2014/Desktop/Data/IMG/center_2020_01_13_20_29_06_861.jpg,/Users/reyrober2014/Desktop/Data/IMG/left_2020_01_13_20_29_06_861.jpg,/Users/reyrober2014/Desktop/Data/IMG/right_2020_01_13_20_29_06_861.jpg,0,0,0,6.558107
/Users/reyrober2014/Desktop/Data/IMG/center_2020_01_13_20_29_06_945.jpg,/Users/reyrober2014/Desktop/Data/IMG/left_2020_01_13_20_29_06_945.jpg,/Users/reyrober2014/Desktop/Data/IMG/right_2020_01_13_20_29_06_945.jpg,0,0,0,6.505398
/Users/reyrober2014/Desktop/Data/IMG/center_2020_01_13_20_29_07_023.jpg,/Users/reyrober2014/Desktop/Data/IMG/left_2020_01_13_20_29_07_023.jpg,/Users/reyrober2014/Desktop/Data/IMG/right_2020_01_13_20_29_07_023.jpg,-0.1,0.1414171,0,6.489321
